#{"t_start": 1766914283.692569, "env_id": "None"}
r,l,t
-20.0,1,1.034548
-20.0,1,1.034579
-20.0,1,1.034629
-20.0,1,1.035062
-19.9,2,1.035121
6.81872,3,1.035655
-20.0,1,1.035707
-20.0,1,1.035736
-20.0,1,1.036149
-20.0,1,1.036184
-20.0,1,1.036239
6.873202,3,1.036834
-20.0,1,1.036872
-20.0,1,1.036901
-20.0,1,1.037335
6.860809,3,1.037481
-20.0,1,1.037913
-3.945505,3,1.03805
-20.0,1,1.038524
6.016546,3,1.038667
-4.585076,3,1.039244
6.907582,3,1.039731
-20.0,1,1.039795
-19.8,3,1.04032
-4.213803,3,1.040861
-20.0,1,1.040899
-20.0,1,1.040951
-20.0,1,1.040982
-20.0,1,1.04141
7.123467,3,1.041527
-7.921662,3,1.042135
-20.0,1,1.042167
7.441307,3,1.04263
-20.0,1,1.042663
-20.0,1,1.043105
-20.0,1,1.043139
-0.259205,3,1.043706
-19.8,3,1.04383
1.364388,3,1.044369
6.923019,3,1.044888
-8.855335,3,1.04549
-20.0,1,1.045531
7.101491,3,1.046005
7.114551,3,1.046077
6.687639,3,1.046527
-20.0,1,1.046556
-0.286875,3,1.047127
-8.855335,3,1.047734
-8.820993,3,1.048261
7.260994,3,1.048342
6.977202,3,1.048898
-20.0,1,1.048931
-19.9,2,1.049416
-8.021904,3,1.049924
-20.0,1,1.049975
-20.0,1,1.050003
-19.9,2,1.050437
-20.0,1,1.050469
6.951016,3,1.05099
-8.667645,3,1.05111
6.845012,3,1.051626
-20.0,1,1.051661
-20.0,1,1.052096
-7.863287,3,1.052232
-20.0,1,1.052655
7.064359,3,1.052795
-20.0,1,1.053264
-20.0,1,1.053297
-20.0,1,1.053323
-20.0,1,1.053348
-20.0,1,1.053847
-20.0,1,1.053886
-20.0,1,1.053917
1.182601,3,1.054478
6.292751,3,1.055003
-20.0,1,1.055037
-20.0,1,1.055064
-20.0,1,1.05509
-19.8,3,1.055647
-20.0,1,1.055677
-20.0,1,1.056103
-19.9,2,1.056209
7.002998,3,1.056741
-20.0,1,1.056777
-20.0,1,1.056802
-20.0,1,1.057217
-20.0,1,1.057273
-20.0,1,1.057302
6.548047,3,1.057788
-20.0,1,1.057816
-20.0,1,1.05786
-20.0,1,1.058273
-20.0,1,1.058303
-20.0,1,1.058328
-8.855335,3,1.058959
-20.0,1,1.058997
-20.0,1,1.059028
-20.0,1,1.059459
-20.0,1,1.059509
6.863908,3,1.060018
-20.0,1,1.060055
-20.0,1,1.060085
-20.0,1,1.060137
-20.0,1,1.06057
-20.0,1,1.060601
6.927731,3,1.061108
6.19236,3,1.061263
6.974864,3,1.061786
-20.0,1,1.061818
-20.0,1,1.062231
-20.0,1,1.062287
-19.9,2,1.062337
-20.0,1,1.062771
-20.0,1,1.062805
-19.8,3,1.063333
-8.687227,3,1.063503
-3.571917,3,1.064033
-19.9,2,1.064545
6.8474,3,1.064698
-20.0,1,1.065113
-20.0,1,1.065147
-20.0,1,1.065175
-20.0,1,1.065221
-20.0,1,1.065652
6.884709,3,1.065828
-20.0,1,1.066254
6.933907,3,1.066458
6.027333,3,1.066985
6.896694,3,1.06749
6.86699,3,1.068005
-20.0,1,1.068057
7.043365,3,1.068749
-19.9,2,1.068861
-20.0,1,1.06889
-20.0,1,1.069337
6.932311,3,1.069467
-20.0,1,1.069902
-20.0,1,1.069935
-7.826119,3,1.070533
-8.932484,3,1.07062
7.007865,3,1.071137
-20.0,1,1.07117
-20.0,1,1.071616
-8.67136,3,1.07181
-20.0,1,1.072253
6.90809,3,1.072392
-20.0,1,1.072838
-8.855335,3,1.073052
-20.0,1,1.07346
-20.0,1,1.073492
-20.0,1,1.073539
-3.234742,3,1.074093
-19.9,2,1.074196
6.939127,3,1.07471
-20.0,1,1.074765
-20.0,1,1.075214
-20.0,1,1.07525
-20.0,1,1.075279
-20.0,1,1.075329
-8.670429,3,1.07584
-20.0,1,1.075873
-20.0,1,1.076291
-20.0,1,1.076344
-19.9,2,1.076391
-6.626998,3,1.076966
-20.0,1,1.077
6.966197,3,1.077558
-20.0,1,1.077592
-20.0,1,1.078036
6.988906,3,1.078214
-20.0,1,1.078651
-20.0,1,1.078687
6.981614,3,1.079188
6.897926,3,1.079331
-20.0,1,1.079777
-20.0,1,1.079811
6.260625,3,1.080268
-20.0,1,1.080305
-20.0,1,1.080351
-20.0,1,1.080378
-20.0,1,1.080786
-20.0,1,1.080818
-20.0,1,1.080864
6.835589,3,1.081372
-20.0,1,1.081404
-20.0,1,1.081433
-20.0,1,1.081907
-20.0,1,1.08194
6.94561,3,1.082498
-20.0,1,1.082558
-20.0,1,1.082611
-20.0,1,1.082641
-0.158832,3,1.083217
-20.0,1,1.083251
-20.0,1,1.083705
-20.0,1,1.083737
6.907905,3,1.084238
-20.0,1,1.084276
-0.218789,3,1.084809
-20.0,1,1.084846
-20.0,1,1.084876
-20.0,1,1.084905
-4.585076,3,1.085478
6.884718,3,1.086014
-20.0,1,1.086043
6.873963,3,1.086594
6.867406,3,1.08717
-20.0,1,1.087208
6.940967,3,1.087748
6.948885,3,1.087881
6.873195,3,1.088484
-20.0,1,1.088524
-20.0,1,1.088931
-20.0,1,1.088968
-20.0,1,1.089021
-20.0,1,1.089051
-20.0,1,1.089532
-20.0,1,1.089565
-20.0,1,1.089611
-20.0,1,1.089646
-20.0,1,1.090067
6.887597,3,1.090201
-20.0,1,1.090653
-20.0,1,1.090684
-20.0,1,1.090711
-20.0,1,1.090745
-20.0,1,1.091202
-20.0,1,1.091237
-20.0,1,1.091265
-20.0,1,1.091292
-20.0,1,1.091727
-20.0,1,1.091764
-7.82632,3,1.092229
-20.0,1,1.092273
-20.0,1,1.092327
-20.0,1,1.092357
-20.0,1,1.092783
-20.0,1,1.092823
-20.0,1,1.092874
6.836881,3,1.093416
-20.0,1,1.093446
-20.0,1,1.093471
-20.0,1,1.093909
6.88698,3,1.094084
-19.8,3,1.094617
6.857855,3,1.095108
-20.0,1,1.095161
-20.0,1,1.09519
-20.0,1,1.095623
-0.259205,3,1.095799
-20.0,1,1.096246
-8.580555,3,1.096423
-20.0,1,1.096897
-20.0,1,1.096931
-19.9,2,1.097059
6.963904,3,1.098076
-20.0,1,1.098123
7.094287,3,1.098986
-19.8,3,1.099853
-20.0,1,1.100036
-20.0,1,1.100126
-20.0,1,1.101023
6.886598,3,1.101223
-20.0,1,1.101729
-20.0,1,1.101768
6.877739,3,1.102288
-20.0,1,1.10235
-19.8,3,1.102922
-20.0,1,1.102959
6.965478,3,1.103521
-20.0,1,1.103583
-19.8,3,1.105178
-20.0,1,1.10524
-20.0,1,1.105272
-20.0,1,1.105331
-20.0,1,1.106071
-6.259042,3,1.106222
6.917001,3,1.106857
-20.0,1,1.10692
-20.0,1,1.10743
-20.0,1,1.107478
5.969081,3,1.108141
-20.0,1,1.108216
-19.9,2,1.108332
-20.0,1,1.108837
-19.9,2,1.108949
-20.0,1,1.109003
6.975961,3,1.109573
-20.0,1,1.109611
6.888135,3,1.110509
-20.0,1,1.110695
6.867567,3,1.111664
7.022031,3,1.112334
-20.0,1,1.11237
-20.0,1,1.112426
6.932835,3,1.11302
6.893684,3,1.113646
-20.0,1,1.113691
-20.0,1,1.113754
6.873195,3,1.114362
6.923917,3,1.114979
-20.0,1,1.115015
-20.0,1,1.115069
-19.9,2,1.115597
-20.0,1,1.115628
-7.878136,3,1.116161
-19.9,2,1.116288
-20.0,1,1.116733
-20.0,1,1.116774
6.927435,3,1.117385
-20.0,1,1.117447
-20.0,1,1.117479
-7.697635,3,1.118001
6.025609,3,1.118472
6.887206,3,1.118669
-20.0,1,1.119089
-8.929973,3,1.119267
7.047403,3,1.119759
-20.0,1,1.119807
6.883145,3,1.120529
6.963904,3,1.121248
-20.0,1,1.121295
-20.0,1,1.121364
8.328459,3,1.122241
1.262865,3,1.123104
6.963904,3,1.123802
-19.9,2,1.123972
-20.0,1,1.124009
-20.0,1,1.124507
6.912422,3,1.124641
-20.0,1,1.125133
-20.0,1,1.125173
-20.0,1,1.125207
-20.0,1,1.125237
7.589937,3,1.125811
-20.0,1,1.125845
-20.0,1,1.126298
-19.9,2,1.126412
-20.0,1,1.126469
-6.209716,3,1.126995
8.337371,3,1.127575
-20.0,1,1.127616
6.963904,3,1.128311
-20.0,1,1.12836
6.160482,3,1.128856
-20.0,1,1.12889
-20.0,1,1.12894
-19.8,3,1.129423
-20.0,1,1.129457
-20.0,1,1.129889
-20.0,1,1.129943
-19.9,2,1.130041
-20.0,1,1.130477
-20.0,1,1.130513
-19.9,2,1.130585
-20.0,1,1.131
-20.0,1,1.131035
6.87586,3,1.131614
-20.0,1,1.131681
6.891426,3,1.132232
-20.0,1,1.132269
-20.0,1,1.132299
6.859623,3,1.132845
-20.0,1,1.132878
1.194062,3,1.133444
-20.0,1,1.13348
-20.0,1,1.133536
-20.0,1,1.133972
-20.0,1,1.134011
-19.8,3,1.134576
6.991717,3,1.13473
-19.8,3,1.135242
-19.9,2,1.135753
-20.0,1,1.135786
-20.0,1,1.135833
-19.9,2,1.136273
-20.0,1,1.136307
-20.0,1,1.136333
-20.0,1,1.136379
6.88698,3,1.136954
-20.0,1,1.137002
6.884274,3,1.137779
6.963904,3,1.138562
-20.0,1,1.138604
-20.0,1,1.138636
-7.715632,3,1.13918
-20.0,1,1.13924
-20.0,1,1.13969
-20.0,1,1.139727
7.044761,3,1.140288
-20.0,1,1.140357
6.913444,3,1.140854
-20.0,1,1.140899
-20.0,1,1.140933
6.884837,3,1.141485
-19.8,3,1.142023
-20.0,1,1.14206
-20.0,1,1.142089
-20.0,1,1.14214
6.933907,3,1.142713
-20.0,1,1.142749
5.924842,3,1.143232
6.86964,3,1.143785
-20.0,1,1.143819
6.963904,3,1.144397
-20.0,1,1.144431
6.887943,3,1.145017
-20.0,1,1.145063
-20.0,1,1.145094
-20.0,1,1.145526
-19.9,2,1.145652
-20.0,1,1.145687
-20.0,1,1.1461
-20.0,1,1.146135
-20.0,1,1.146188
-20.0,1,1.146218
-19.9,2,1.146732
-20.0,1,1.146763
-7.661713,3,1.147291
-20.0,1,1.147326
-8.712135,3,1.147884
-20.0,1,1.147922
-20.0,1,1.147968
6.936112,3,1.148515
6.963904,3,1.149119
6.897727,3,1.149694
6.90662,3,1.149853
7.30588,3,1.150352
6.97817,3,1.150922
6.884861,3,1.151447
-20.0,1,1.151501
-20.0,1,1.151529
1.208251,3,1.152093
6.943104,3,1.152605
-20.0,1,1.152667
-20.0,1,1.152696
-20.0,1,1.152721
-20.0,1,1.153137
-20.0,1,1.15319
1.190957,3,1.153922
-20.0,1,1.153973
6.873963,3,1.154741
-20.0,1,1.154809
-20.0,1,1.154841
-20.0,1,1.154869
-20.0,1,1.155328
-19.8,3,1.155537
-20.0,1,1.15602
-20.0,1,1.156058
-20.0,1,1.156087
-8.016784,3,1.1567
-20.0,1,1.156738
5.917351,3,1.157271
-20.0,1,1.157304
-19.9,2,1.157838
6.877673,3,1.158016
-20.0,1,1.158436
-20.0,1,1.15847
-20.0,1,1.158517
-20.0,1,1.158546
6.866366,3,1.159013
-20.0,1,1.159042
6.952484,3,1.159602
1.22227,3,1.160186
-20.0,1,1.160226
-7.895909,3,1.160767
6.884993,3,1.161308
6.85258,3,1.161439
6.250188,3,1.161961
-20.0,1,1.162004
-20.0,1,1.162454
-20.0,1,1.162486
-20.0,1,1.162514
-20.0,1,1.162541
5.969507,3,1.163027
-20.0,1,1.163058
6.92736,3,1.163533
-20.0,1,1.163566
-6.083608,3,1.164107
6.986071,3,1.164632
-20.0,1,1.164664
6.066413,3,1.165133
6.877968,3,1.165693
1.194062,3,1.165868
-20.0,1,1.166295
7.015533,3,1.166471
-20.0,1,1.16693
-20.0,1,1.166964
-20.0,1,1.166992
-20.0,1,1.167018
-19.9,2,1.167543
-19.9,2,1.167646
-20.0,1,1.168075
-20.0,1,1.168111
-20.0,1,1.168157
-20.0,1,1.168185
-20.0,1,1.168607
-20.0,1,1.168648
-19.8,3,1.169216
7.010414,3,1.169347
-20.0,1,1.169788
-20.0,1,1.169826
6.198719,3,1.170326
-20.0,1,1.170404
-20.0,1,1.170454
-20.0,1,1.170485
6.963904,3,1.171384
-20.0,1,1.171433
6.876914,3,1.172109
6.867092,3,1.1727
-7.70384,3,1.173262
-19.8,3,1.173357
-20.0,1,1.173798
6.030936,3,1.173926
6.857494,3,1.17448
6.963904,3,1.175102
6.927435,3,1.17567
-20.0,1,1.175708
0.86945,3,1.176308
-20.0,1,1.176348
-20.0,1,1.176379
-20.0,1,1.176406
-20.0,1,1.176853
-20.0,1,1.176885
-20.0,1,1.176912
-20.0,1,1.176939
-20.0,1,1.177373
-20.0,1,1.177407
-20.0,1,1.177434
-19.8,3,1.177979
-20.0,1,1.178026
7.118962,3,1.178514
-20.0,1,1.178543
-20.0,1,1.178568
-20.0,1,1.179006
6.856616,3,1.179135
-20.0,1,1.179565
-20.0,1,1.179596
-7.921662,3,1.180161
6.870774,3,1.180345
-20.0,1,1.180766
-20.0,1,1.180801
1.393313,3,1.181346
-20.0,1,1.18139
-19.8,3,1.181907
-20.0,1,1.181941
-20.0,1,1.181991
-20.0,1,1.182021
6.85579,3,1.182498
-20.0,1,1.18253
6.963904,3,1.183141
-20.0,1,1.183181
-20.0,1,1.183606
-20.0,1,1.183643
6.927435,3,1.184227
-20.0,1,1.184263
6.903118,3,1.18478
-19.8,3,1.184953
-20.0,1,1.185391
-20.0,1,1.185424
-20.0,1,1.185451
6.963904,3,1.186045
6.030515,3,1.186625
-20.0,1,1.186657
-20.0,1,1.186685
7.034703,3,1.187471
-20.0,1,1.187528
-20.0,1,1.187558
-20.0,1,1.188137
-4.755214,3,1.18828
-20.0,1,1.18876
6.90407,3,1.188898
-8.854193,3,1.189471
-19.9,2,1.189939
6.883145,3,1.190139
-20.0,1,1.190566
-7.845647,3,1.190745
-20.0,1,1.19116
-20.0,1,1.191222
-20.0,1,1.191254
-20.0,1,1.191282
-20.0,1,1.191697
-20.0,1,1.19175
6.965576,3,1.192274
-20.0,1,1.192311
-20.0,1,1.19234
-20.0,1,1.192389
-20.0,1,1.1928
-19.8,3,1.192926
-20.0,1,1.193358
-20.0,1,1.193412
-20.0,1,1.19344
6.839114,3,1.193951
-20.0,1,1.193983
-19.9,2,1.194515
-20.0,1,1.194557
6.886056,3,1.195108
-20.0,1,1.195146
-20.0,1,1.195199
7.36995,3,1.195737
-20.0,1,1.19577
6.920011,3,1.196288
-20.0,1,1.196343
6.992558,3,1.196904
6.960345,3,1.197416
-8.837148,3,1.1976
-20.0,1,1.198033
-20.0,1,1.198078
-20.0,1,1.198107
-20.0,1,1.198134
-20.0,1,1.198583
-20.0,1,1.198616
-19.8,3,1.199214
-20.0,1,1.19925
-20.0,1,1.199305
-20.0,1,1.199335
-20.0,1,1.199754
-20.0,1,1.199789
-20.0,1,1.19984
-20.0,1,1.199869
6.898732,3,1.200329
-0.134854,3,1.200838
-20.0,1,1.200886
-20.0,1,1.200915
7.112278,3,1.201436
-20.0,1,1.201465
-19.9,2,1.201979
-19.9,2,1.202078
6.963904,3,1.202702
-20.0,1,1.202741
-20.0,1,1.203188
-19.8,3,1.203268
0.86945,3,1.203931
-20.0,1,1.20397
6.956403,3,1.204535
-20.0,1,1.204565
-19.9,2,1.205062
-7.715632,3,1.205608
-20.0,1,1.205679
7.001457,3,1.206156
-20.0,1,1.206198
6.963904,3,1.206798
-19.9,2,1.206923
-20.0,1,1.20695
-20.0,1,1.207394
-19.9,2,1.207449
-20.0,1,1.207496
6.926134,3,1.208027
6.943075,3,1.208586
6.243353,3,1.209121
-19.8,3,1.209319
-19.9,2,1.209813
6.874453,3,1.210378
7.032014,3,1.210514
-20.0,1,1.211138
-20.0,1,1.211176
-20.0,1,1.211206
-20.0,1,1.211234
7.362109,3,1.211795
-19.8,3,1.212272
6.906324,3,1.21284
-7.76538,3,1.212977
-20.0,1,1.213449
-20.0,1,1.213485
6.94286,3,1.214084
6.863178,3,1.214242
-20.0,1,1.214895
-19.9,2,1.215262
6.84999,3,1.215809
-20.0,1,1.215845
-20.0,1,1.215901
8.289294,3,1.216465
6.87255,3,1.216995
-20.0,1,1.21703
6.996715,3,1.217518
6.891908,3,1.218138
-20.0,1,1.218177
-20.0,1,1.218208
-20.0,1,1.218261
-20.0,1,1.21869
7.563235,3,1.218777
-19.9,2,1.219292
-20.0,1,1.219348
-20.0,1,1.219378
-20.0,1,1.219808
-20.0,1,1.219848
-20.0,1,1.219905
-20.0,1,1.219936
-20.0,1,1.220547
-19.9,2,1.220698
-20.0,1,1.220756
-20.0,1,1.221302
-20.0,1,1.221344
-19.8,3,1.221878
6.917698,3,1.222087
-20.0,1,1.222597
-20.0,1,1.222659
-20.0,1,1.222689
6.890446,3,1.223794
-20.0,1,1.22385
6.962723,3,1.224792
-20.0,1,1.224831
-20.0,1,1.224891
-19.8,3,1.225453
-8.929973,3,1.226057
-20.0,1,1.226092
6.001389,3,1.226607
-20.0,1,1.226637
-20.0,1,1.226664
-20.0,1,1.227251
-20.0,1,1.227319
-20.0,1,1.227354
-20.0,1,1.227383
-20.0,1,1.227945
-20.0,1,1.228031
-20.0,1,1.22807
6.8845,3,1.228762
-20.0,1,1.228798
-20.0,1,1.228852
-19.8,3,1.22935
6.945395,3,1.229964
6.205811,3,1.230445
6.836881,3,1.230592
-20.0,1,1.231013
-19.8,3,1.231085
-20.0,1,1.2315
-19.8,3,1.231645
-20.0,1,1.232119
-20.0,1,1.232155
1.236438,3,1.232691
-20.0,1,1.232751
-20.0,1,1.232782
6.953557,3,1.233372
-20.0,1,1.233407
-20.0,1,1.233453
-20.0,1,1.233884
-20.0,1,1.233919
-20.0,1,1.233947
-20.0,1,1.233993
-7.173387,3,1.234536
-20.0,1,1.234575
6.121649,3,1.235111
7.038747,3,1.235708
-19.9,2,1.235762
-20.0,1,1.236182
-6.208648,3,1.236364
-20.0,1,1.236838
6.951125,3,1.237085
-20.0,1,1.237575
6.843494,3,1.237656
-20.0,1,1.238117
-20.0,1,1.238154
-20.0,1,1.238184
-19.9,2,1.23871
-19.9,2,1.238792
-20.0,1,1.238824
-19.8,3,1.239668
6.873202,3,1.240317
-20.0,1,1.240382
-20.0,1,1.240411
-20.0,1,1.240857
-20.0,1,1.240893
-19.9,2,1.241018
-20.0,1,1.24146
-20.0,1,1.241494
-20.0,1,1.241521
-20.0,1,1.241567
-20.0,1,1.24199
-19.9,2,1.2421
-20.0,1,1.242134
6.949367,3,1.242671
-2.317263,3,1.243213
-19.8,3,1.243776
6.963904,3,1.244003
-7.921662,3,1.244585
6.963904,3,1.245203
-20.0,1,1.24524
-20.0,1,1.245268
-20.0,1,1.245706
7.092825,3,1.245838
6.910233,3,1.246357
-20.0,1,1.246386
-20.0,1,1.246819
6.917909,3,1.246942
-20.0,1,1.247357
-20.0,1,1.24739
6.858204,3,1.247912
6.963904,3,1.248124
-20.0,1,1.24854
6.879516,3,1.248719
-19.9,2,1.249292
6.904599,3,1.250022
-0.282235,3,1.250233
-19.8,3,1.250826
-20.0,1,1.250888
5.520281,3,1.252162
-20.0,1,1.25221
6.953089,3,1.252828
-20.0,1,1.252891
-20.0,1,1.25334
-20.0,1,1.253376
-20.0,1,1.253406
-20.0,1,1.253456
-20.0,1,1.254202
-6.268358,3,1.254424
6.873963,3,1.255044
-20.0,1,1.25511
7.276589,3,1.255655
6.886606,3,1.256184
6.963904,3,1.256789
6.97817,3,1.256999
-20.0,1,1.257445
7.142765,3,1.257585
-20.0,1,1.257997
6.963904,3,1.258238
-19.9,2,1.25874
-20.0,1,1.258773
-20.0,1,1.2588
6.04984,3,1.259277
-19.9,2,1.259759
7.184823,3,1.259896
-20.0,1,1.260367
-20.0,1,1.260432
-20.0,1,1.260463
-20.0,1,1.260492
-4.707512,3,1.261103
6.976027,3,1.261716
-20.0,1,1.261753
-20.0,1,1.261786
-20.0,1,1.26221
7.054121,3,1.262414
-20.0,1,1.262839
-20.0,1,1.262877
-20.0,1,1.262907
-20.0,1,1.262958
-20.0,1,1.263374
-20.0,1,1.263411
6.843148,3,1.263925
-20.0,1,1.263985
6.891801,3,1.264501
7.053916,3,1.26464
-20.0,1,1.265091
-20.0,1,1.265157
6.85535,3,1.265707
-20.0,1,1.265745
-20.0,1,1.265776
-20.0,1,1.265827
-20.0,1,1.266246
-20.0,1,1.266283
-20.0,1,1.266313
-20.0,1,1.266365
6.887102,3,1.266956
-19.8,3,1.267517
6.906324,3,1.268191
-20.0,1,1.268252
-20.0,1,1.268282
-20.0,1,1.268311
-20.0,1,1.268772
6.903437,3,1.268974
-20.0,1,1.26942
-20.0,1,1.269477
6.891426,3,1.270081
6.963904,3,1.270343
6.963904,3,1.271191
-3.234742,3,1.271831
-20.0,1,1.271869
6.903437,3,1.27242
6.88922,3,1.272992
-20.0,1,1.273038
6.961893,3,1.273588
-20.0,1,1.273655
-20.0,1,1.27369
-20.0,1,1.273719
-19.8,3,1.274264
-20.0,1,1.27432
6.906324,3,1.274891
6.963904,3,1.275511
-20.0,1,1.275563
-20.0,1,1.275623
-20.0,1,1.276686
6.930146,3,1.276868
-20.0,1,1.277484
-20.0,1,1.277559
-19.9,2,1.277669
-20.0,1,1.278328
-20.0,1,1.278367
6.854166,3,1.278999
-20.0,1,1.279038
-20.0,1,1.27907
6.876945,3,1.279714
-20.0,1,1.279775
6.963904,3,1.280605
-20.0,1,1.280645
6.870179,3,1.281305
-20.0,1,1.281405
-20.0,1,1.281458
-20.0,1,1.282038
6.8845,3,1.282225
6.937148,3,1.282836
-20.0,1,1.282874
6.9289,3,1.283401
6.963904,3,1.284001
-20.0,1,1.284063
6.866787,3,1.284644
-20.0,1,1.284686
-20.0,1,1.284721
6.966509,3,1.285332
7.060693,3,1.285857
-20.0,1,1.285893
-20.0,1,1.285924
-19.8,3,1.286459
6.858588,3,1.28707
-20.0,1,1.28713
5.912598,3,1.287911
-19.9,2,1.288061
-20.0,1,1.28855
-20.0,1,1.288592
-19.8,3,1.28919
-7.766819,3,1.289389
-20.0,1,1.289822
0.470436,3,1.289958
6.872345,3,1.290558
-20.0,1,1.290618
-20.0,1,1.291048
-20.0,1,1.291084
-20.0,1,1.291115
-20.0,1,1.291168
-7.937941,3,1.291742
-20.0,1,1.291778
-20.0,1,1.292198
-7.711812,3,1.292399
7.034703,3,1.29297
-20.0,1,1.293005
-20.0,1,1.293437
1.194062,3,1.293681
-8.819014,3,1.294274
-20.0,1,1.294308
7.008273,3,1.294888
-19.8,3,1.295394
-20.0,1,1.295427
-20.0,1,1.295456
-20.0,1,1.29588
-20.0,1,1.295936
-20.0,1,1.295967
6.962473,3,1.296481
-20.0,1,1.296515
-20.0,1,1.296566
-20.0,1,1.29699
6.929292,3,1.297123
6.876914,3,1.297688
-20.0,1,1.297742
-20.0,1,1.298162
-6.308567,3,1.298295
6.949651,3,1.298867
-20.0,1,1.298923
6.053566,3,1.299438
-20.0,1,1.29947
-20.0,1,1.299882
7.008064,3,1.299979
-19.9,2,1.300484
-20.0,1,1.300515
-19.9,2,1.300946
-19.8,3,1.301039
-0.341446,3,1.301586
-20.0,1,1.301622
-20.0,1,1.302064
6.969693,3,1.302255
-20.0,1,1.302688
-19.9,2,1.302745
6.976045,3,1.30328
-20.0,1,1.303332
-20.0,1,1.30336
6.183002,3,1.304187
-7.711812,3,1.304889
7.896402,3,1.305473
-20.0,1,1.305516
8.065625,3,1.306128
-20.0,1,1.306169
-20.0,1,1.306227
-20.0,1,1.306263
-20.0,1,1.306713
-20.0,1,1.30675
-20.0,1,1.306798
-19.9,2,1.307304
-20.0,1,1.307341
-20.0,1,1.307371
7.129217,3,1.307868
-20.0,1,1.307902
7.254576,3,1.308367
-20.0,1,1.308399
6.829674,3,1.308954
6.949234,3,1.309488
6.854207,3,1.309624
-20.0,1,1.310047
-20.0,1,1.310103
-20.0,1,1.310133
-20.0,1,1.310162
-20.0,1,1.310574
6.903867,3,1.310727
6.86974,3,1.311258
-20.0,1,1.31129
-20.0,1,1.311757
-20.0,1,1.311828
-20.0,1,1.311866
-20.0,1,1.311896
-20.0,1,1.312337
-20.0,1,1.312393
-20.0,1,1.312424
-20.0,1,1.312452
-20.0,1,1.312867
6.228154,3,1.313027
1.194062,3,1.313675
-20.0,1,1.31371
-20.0,1,1.314131
-20.0,1,1.31419
-2.525652,3,1.314785
-20.0,1,1.314827
-20.0,1,1.314855
6.963904,3,1.315428
-20.0,1,1.315463
-20.0,1,1.315492
7.066022,3,1.316052
-20.0,1,1.316111
-20.0,1,1.316547
-20.0,1,1.316583
1.302712,3,1.317152
6.849281,3,1.317305
6.855926,3,1.317835
6.887515,3,1.318348
-20.0,1,1.318382
-20.0,1,1.318432
6.891426,3,1.318987
6.913751,3,1.319538
-19.9,2,1.319643
-7.726986,3,1.320178
-20.0,1,1.320211
-20.0,1,1.320794
-20.0,1,1.320834
-19.9,2,1.320909
5.975706,3,1.321521
-20.0,1,1.321555
6.912249,3,1.322174
-20.0,1,1.322233
6.959217,3,1.322795
1.194062,3,1.323422
-20.0,1,1.323463
-20.0,1,1.323514
6.887943,3,1.324082
-20.0,1,1.32412
-7.881047,3,1.324682
-20.0,1,1.324741
-20.0,1,1.325166
-20.0,1,1.325203
-7.772437,3,1.325784
6.884274,3,1.325991
-20.0,1,1.326431
-20.0,1,1.326464
-20.0,1,1.32649
-20.0,1,1.326537
-7.825438,3,1.327093
-19.8,3,1.327632
-19.8,3,1.328079
-2.410505,3,1.328229
6.834985,3,1.328744
-20.0,1,1.328777
-19.8,3,1.329283
1.194062,3,1.329934
-20.0,1,1.329969
7.108379,3,1.330442
-20.0,1,1.330475
-20.0,1,1.330523
7.20205,3,1.331048
-19.8,3,1.331582
6.946245,3,1.332089
-20.0,1,1.332148
6.874127,3,1.33267
1.194062,3,1.332888
6.90713,3,1.333408
7.075069,3,1.333959
-20.0,1,1.333988
-20.0,1,1.334014
-20.0,1,1.334437
7.12142,3,1.334577
7.012061,3,1.335098
6.843148,3,1.33562
-20.0,1,1.335652
6.054159,3,1.336159
6.966523,3,1.336662
-20.0,1,1.336707
-20.0,1,1.336799
-19.9,2,1.33737
-20.0,1,1.33741
1.194062,3,1.338025
-20.0,1,1.338067
6.893158,3,1.338642
-20.0,1,1.338679
-20.0,1,1.33871
-20.0,1,1.338738
-20.0,1,1.339196
-7.994626,3,1.339387
-6.268358,3,1.339957
6.874453,3,1.340539
-20.0,1,1.340602
-20.0,1,1.340632
-20.0,1,1.341045
-19.8,3,1.341219
-20.0,1,1.341662
6.948177,3,1.341836
-20.0,1,1.342262
-20.0,1,1.342294
-20.0,1,1.34234
-20.0,1,1.342368
6.897567,3,1.342875
-19.9,2,1.343335
-6.926756,3,1.343484
6.289627,3,1.344007
6.94286,3,1.344578
-19.9,2,1.34468
-20.0,1,1.345114
7.066022,3,1.345293
-20.0,1,1.345727
-4.750027,3,1.345902
6.990374,3,1.346492
-20.0,1,1.346531
-20.0,1,1.346977
-20.0,1,1.347011
-20.0,1,1.347059
6.856187,3,1.347592
6.903568,3,1.348057
6.920438,3,1.348229
-20.0,1,1.348678
-19.9,2,1.348735
-20.0,1,1.348762
-20.0,1,1.349174
-20.0,1,1.349235
-19.8,3,1.349798
-20.0,1,1.349835
1.194062,3,1.350441
-20.0,1,1.3505
1.194062,3,1.351107
6.897682,3,1.351239
-20.0,1,1.351672
-20.0,1,1.351727
-0.282235,3,1.352273
-20.0,1,1.352308
-19.9,2,1.352407
-20.0,1,1.352833
7.034703,3,1.353011
-20.0,1,1.35343
7.106719,3,1.353504
1.194062,3,1.354495
6.829755,3,1.355054
-20.0,1,1.355088
6.875133,3,1.355666
-20.0,1,1.355728
6.912249,3,1.356282
6.934514,3,1.356786
