#{"t_start": 1766914283.692569, "env_id": "None"}
r,l,t
5.97008,3,2.66874
5.97008,3,2.669338
5.97008,3,2.669933
5.97008,3,2.670776
5.97008,3,2.670988
5.97008,3,2.671631
6.206077,3,2.672222
5.97008,3,2.67287
5.97008,3,2.673087
5.97008,3,2.673697
5.97008,3,2.674313
5.97008,3,2.674971
5.97008,3,2.675189
-20.0,1,2.675629
6.897169,3,2.675814
5.97008,3,2.676453
6.174425,3,2.677022
5.97008,3,2.677622
6.206584,3,2.6778
5.97008,3,2.678444
6.037881,3,2.678973
5.97008,3,2.679578
6.877946,3,2.679759
5.97008,3,2.680405
6.915123,3,2.680982
5.97008,3,2.681597
5.97008,3,2.681814
-20.0,1,2.682515
-20.0,1,2.682554
5.97008,3,2.683176
5.97008,3,2.683388
5.97008,3,2.684024
-19.9,2,2.684517
6.17167,3,2.684692
5.97008,3,2.685314
6.882303,3,2.685908
5.978042,3,2.686628
6.925465,3,2.686807
6.981572,3,2.687403
5.978042,3,2.688088
5.978042,3,2.688749
5.978042,3,2.68898
5.978042,3,2.689602
5.978042,3,2.69026
5.978042,3,2.69087
6.88718,3,2.691083
6.88718,3,2.69171
6.88718,3,2.692353
6.923921,3,2.692954
6.923921,3,2.69317
6.923921,3,2.693772
5.987509,3,2.694403
5.987509,3,2.695026
6.99675,3,2.695203
5.987509,3,2.695814
6.987225,3,2.69643
5.987509,3,2.697029
-20.0,1,2.697072
5.984807,3,2.697674
5.987509,3,2.697924
6.9413,3,2.698547
6.9413,3,2.699165
-20.0,1,2.699206
6.9413,3,2.699845
6.9413,3,2.700459
6.9413,3,2.700669
6.9413,3,2.701311
-20.0,1,2.701379
6.9413,3,2.702
-20.0,1,2.702043
6.9413,3,2.702648
-20.0,1,2.70271
6.9413,3,2.703336
6.10141,3,2.704134
6.910386,3,2.704738
6.10141,3,2.704992
6.10141,3,2.705658
5.97352,3,2.706248
6.916085,3,2.706852
6.916085,3,2.707094
6.916085,3,2.707704
6.916085,3,2.708325
6.916085,3,2.708945
6.916085,3,2.709185
6.916085,3,2.709798
-20.0,1,2.709841
6.916085,3,2.710465
6.916085,3,2.711122
6.916085,3,2.711727
6.916085,3,2.711943
6.916085,3,2.712557
6.916085,3,2.713195
6.916085,3,2.713798
6.916085,3,2.714019
6.916085,3,2.71464
6.916085,3,2.715287
6.916085,3,2.715894
6.916085,3,2.716104
6.916085,3,2.716717
6.916085,3,2.717362
6.916085,3,2.717985
6.916085,3,2.718204
6.916085,3,2.718822
6.916085,3,2.719462
6.916085,3,2.720068
6.916085,3,2.720288
-20.0,1,2.721033
6.298028,3,2.721241
6.916085,3,2.721889
6.916085,3,2.722524
6.916085,3,2.723159
6.916085,3,2.723419
6.916085,3,2.724059
6.916085,3,2.724689
6.916085,3,2.725303
6.916085,3,2.725546
6.916085,3,2.726163
-19.8,3,2.726692
6.916085,3,2.727298
6.916085,3,2.727541
6.916085,3,2.728177
6.916085,3,2.728789
5.97008,3,2.729393
5.97008,3,2.729641
6.974562,3,2.730219
5.97008,3,2.730825
5.97008,3,2.731444
5.97008,3,2.731689
6.916085,3,2.732329
-20.0,1,2.732373
6.916085,3,2.732992
6.915271,3,2.733591
6.916085,3,2.73423
6.916085,3,2.734447
6.916085,3,2.735066
6.916085,3,2.735712
6.916085,3,2.736325
6.916085,3,2.736541
6.877946,3,2.737255
6.877946,3,2.738104
6.117099,3,2.739034
-20.0,1,2.739094
6.117099,3,2.739791
6.117099,3,2.740071
6.117099,3,2.740771
6.117099,3,2.741411
6.117099,3,2.742035
6.117099,3,2.742297
6.117099,3,2.742913
6.117099,3,2.743527
6.117099,3,2.744149
6.117099,3,2.744396
6.117099,3,2.745037
6.117099,3,2.745666
6.117099,3,2.746287
6.117099,3,2.746535
6.117099,3,2.747146
6.117099,3,2.747763
6.117099,3,2.748379
6.117099,3,2.74864
-19.8,3,2.749232
6.117099,3,2.749867
6.117099,3,2.75049
-20.0,1,2.750562
6.927839,3,2.751129
6.117099,3,2.751353
6.117099,3,2.752
6.117099,3,2.752631
6.117099,3,2.753239
6.117099,3,2.753452
6.117099,3,2.754195
5.97008,3,2.754866
5.97008,3,2.755503
5.97008,3,2.755722
5.97008,3,2.75635
5.97008,3,2.757008
5.97008,3,2.757624
5.97008,3,2.75784
6.079865,3,2.758451
7.765083,3,2.759013
5.998698,3,2.759585
5.97008,3,2.759799
5.97008,3,2.76041
6.875552,3,2.761008
5.97008,3,2.761608
5.97008,3,2.761825
-19.8,3,2.76242
6.870188,3,2.763033
5.97008,3,2.763664
5.97008,3,2.763874
5.97008,3,2.764497
5.97008,3,2.765141
5.97008,3,2.765778
5.97008,3,2.765995
5.97008,3,2.766614
5.97008,3,2.767251
5.97008,3,2.767863
-20.0,1,2.767912
5.97008,3,2.76854
5.97008,3,2.768776
5.97008,3,2.769382
-20.0,1,2.769423
5.97008,3,2.770039
5.97008,3,2.770718
5.97008,3,2.771339
5.97008,3,2.771552
6.900611,3,2.77215
5.97008,3,2.772802
5.97008,3,2.773411
5.97008,3,2.773624
5.97008,3,2.774231
5.97008,3,2.774884
-20.0,1,2.774925
5.97008,3,2.77552
5.97008,3,2.776115
5.97008,3,2.776349
5.97008,3,2.776954
5.97008,3,2.777564
5.97008,3,2.778162
5.97008,3,2.7784
5.97008,3,2.778994
5.97008,3,2.779616
6.92599,3,2.780187
5.97008,3,2.780431
5.97008,3,2.781034
5.97008,3,2.781645
5.97008,3,2.782268
-20.0,1,2.782341
5.97008,3,2.782947
5.97008,3,2.783159
5.97008,3,2.783766
5.97008,3,2.784394
6.877946,3,2.784989
6.877946,3,2.785201
6.877946,3,2.785807
6.877946,3,2.78643
6.877946,3,2.787149
-20.0,1,2.787198
6.229604,3,2.787817
6.229604,3,2.788062
6.229604,3,2.788688
6.229604,3,2.789305
6.229604,3,2.789916
6.229604,3,2.790151
6.229604,3,2.790782
6.229604,3,2.7914
5.998698,3,2.791974
6.229604,3,2.792217
-20.0,1,2.792651
6.229604,3,2.792866
6.229604,3,2.79349
6.229604,3,2.794121
6.986144,3,2.794679
6.229604,3,2.794897
6.229604,3,2.795497
6.229604,3,2.796128
6.229604,3,2.796742
6.229604,3,2.796961
6.229604,3,2.797569
6.229604,3,2.798209
6.229604,3,2.798822
6.229604,3,2.799038
6.229604,3,2.799633
6.229604,3,2.800257
6.229604,3,2.800848
6.229604,3,2.801056
5.97008,3,2.801687
5.97008,3,2.802317
6.229604,3,2.802911
-20.0,1,2.802957
6.229604,3,2.803548
6.229604,3,2.803839
6.229604,3,2.804476
6.877946,3,2.805048
-20.0,1,2.805085
6.866464,3,2.805678
6.229604,3,2.806279
6.229604,3,2.806493
-19.8,3,2.807094
5.97008,3,2.807733
5.97008,3,2.808328
5.97008,3,2.808548
5.97008,3,2.809171
7.082411,3,2.809768
5.97352,3,2.810326
5.97008,3,2.810544
5.97008,3,2.811149
5.97008,3,2.811779
6.963893,3,2.812347
6.877946,3,2.812554
6.877946,3,2.813183
6.877946,3,2.813811
5.97008,3,2.814406
6.877946,3,2.814622
7.039621,3,2.815221
6.877946,3,2.815852
6.877946,3,2.816458
-19.8,3,2.816629
6.876029,3,2.817211
6.877946,3,2.817845
6.877946,3,2.81846
6.877946,3,2.81868
6.877946,3,2.819292
6.877946,3,2.819928
6.877946,3,2.820605
6.877946,3,2.820825
6.877946,3,2.82146
6.877946,3,2.822107
6.877946,3,2.822721
6.877946,3,2.822935
5.97008,3,2.823561
5.97008,3,2.824212
5.97008,3,2.824822
6.95484,3,2.825009
5.97008,3,2.825624
5.97008,3,2.826253
6.877946,3,2.826854
6.877946,3,2.827068
6.877946,3,2.827703
6.877946,3,2.828336
6.877946,3,2.828939
6.877946,3,2.829153
6.877946,3,2.829786
6.877946,3,2.830428
6.877946,3,2.831031
6.877946,3,2.831247
5.97008,3,2.831856
5.97008,3,2.832496
5.97008,3,2.833107
5.97008,3,2.833327
5.97008,3,2.83394
5.97008,3,2.834592
5.97008,3,2.835203
5.97008,3,2.835415
5.97008,3,2.836025
5.97008,3,2.836683
5.97008,3,2.837344
5.97008,3,2.837559
5.97008,3,2.838175
6.889866,3,2.838809
5.929109,3,2.839386
6.889866,3,2.839596
6.889866,3,2.840201
6.889866,3,2.840839
-20.0,1,2.84088
6.889866,3,2.841484
6.889866,3,2.842107
6.889866,3,2.842339
6.889866,3,2.842952
6.889866,3,2.843553
6.889866,3,2.844151
6.889866,3,2.84439
5.97008,3,2.845015
5.97008,3,2.845621
5.97008,3,2.846233
5.97008,3,2.846465
6.889866,3,2.847062
6.889866,3,2.847693
6.889866,3,2.848309
6.889866,3,2.848558
6.889866,3,2.849159
6.889866,3,2.849768
6.889866,3,2.850382
6.889866,3,2.850624
6.889866,3,2.851258
6.889866,3,2.85186
6.889866,3,2.852466
6.889866,3,2.852706
6.889866,3,2.853308
6.889866,3,2.853963
6.889866,3,2.854571
5.520281,3,2.854789
6.889866,3,2.855403
6.889866,3,2.855989
6.889866,3,2.85684
6.889866,3,2.857071
6.889866,3,2.857684
6.889866,3,2.858284
6.889866,3,2.858902
6.889866,3,2.859136
5.99912,3,2.859719
6.889866,3,2.860354
6.889866,3,2.860957
6.889866,3,2.861194
6.889866,3,2.861795
6.889866,3,2.862404
6.889866,3,2.863006
6.889866,3,2.863236
6.01203,3,2.863842
6.01203,3,2.864447
6.01203,3,2.86504
6.01203,3,2.865279
6.01203,3,2.865871
6.01203,3,2.866487
6.01203,3,2.867087
6.01203,3,2.867322
6.01203,3,2.867918
6.889866,3,2.86852
6.889866,3,2.869114
6.889866,3,2.869352
6.889866,3,2.869946
6.889866,3,2.870615
6.889866,3,2.871225
6.889866,3,2.871459
6.889866,3,2.872072
6.889866,3,2.87267
6.889866,3,2.873261
6.889866,3,2.873492
6.888213,3,2.874097
7.073623,3,2.874678
6.888213,3,2.875286
6.888213,3,2.875518
6.888213,3,2.876121
6.888213,3,2.876721
6.888213,3,2.87733
6.888213,3,2.877569
6.888213,3,2.878186
6.888213,3,2.878822
6.888213,3,2.87942
6.888213,3,2.879654
6.888213,3,2.880259
6.888213,3,2.880858
7.051413,3,2.881476
7.051413,3,2.881708
7.051413,3,2.882317
7.051413,3,2.882918
7.051413,3,2.883525
7.051413,3,2.883764
7.051413,3,2.88439
7.051413,3,2.884992
7.051413,3,2.885594
7.051413,3,2.885827
-20.0,1,2.886268
7.051413,3,2.886479
7.051413,3,2.88712
6.42663,3,2.887728
7.051413,3,2.888341
7.051413,3,2.888555
7.051413,3,2.889166
6.871103,3,2.889755
5.975104,3,2.890348
5.975104,3,2.890558
5.975104,3,2.891159
5.975104,3,2.891781
5.975104,3,2.892379
5.975104,3,2.892592
5.975104,3,2.893195
5.975104,3,2.893812
5.975104,3,2.894445
5.975104,3,2.894647
5.975104,3,2.895259
5.975104,3,2.895885
5.975104,3,2.896478
5.975104,3,2.896695
5.975104,3,2.897301
5.975104,3,2.897946
5.975104,3,2.898531
5.975104,3,2.898744
5.975104,3,2.899346
5.975104,3,2.899976
5.975104,3,2.900564
5.975104,3,2.900777
5.975104,3,2.901374
5.975104,3,2.902004
5.975104,3,2.902601
6.88148,3,2.90278
5.975104,3,2.9034
5.975104,3,2.904149
5.975104,3,2.904764
5.975104,3,2.904985
5.975104,3,2.905598
5.975104,3,2.906237
5.975104,3,2.906861
5.975104,3,2.907071
5.975104,3,2.907686
5.975104,3,2.908327
5.975104,3,2.908928
5.975104,3,2.909153
5.975104,3,2.909754
5.975104,3,2.910408
5.975104,3,2.911001
5.975104,3,2.911217
5.975104,3,2.911847
5.975104,3,2.912468
6.877946,3,2.913041
5.975104,3,2.913251
5.975104,3,2.913856
5.975104,3,2.914486
5.975104,3,2.915081
5.975104,3,2.91529
5.975104,3,2.915895
5.975104,3,2.916556
-20.0,1,2.9166
5.975104,3,2.917209
5.975104,3,2.917804
5.975104,3,2.918033
5.975104,3,2.918661
5.975104,3,2.919297
5.975104,3,2.919908
5.975104,3,2.920147
5.975104,3,2.920827
5.975104,3,2.921458
5.975104,3,2.922066
5.975104,3,2.922302
-20.0,1,2.922769
5.975104,3,2.922983
5.975104,3,2.923586
5.975104,3,2.924234
5.975104,3,2.924844
5.975104,3,2.925062
5.975104,3,2.925677
6.33879,3,2.926306
6.33879,3,2.926916
6.33879,3,2.927129
6.33879,3,2.927731
6.33879,3,2.928364
6.33879,3,2.928962
6.33879,3,2.92918
5.975104,3,2.929777
5.975104,3,2.930397
5.975104,3,2.930992
5.975104,3,2.931205
5.975104,3,2.931826
6.33879,3,2.932467
6.33879,3,2.933062
6.33879,3,2.93327
6.33879,3,2.933874
6.33879,3,2.934495
6.33879,3,2.935106
6.33879,3,2.935323
6.33879,3,2.935931
6.33879,3,2.936564
6.166243,3,2.937199
5.975104,3,2.937418
5.975104,3,2.938028
5.975104,3,2.938664
5.975104,3,2.939293
5.975104,3,2.939503
-20.0,1,2.939924
5.975104,3,2.940163
5.975104,3,2.940786
6.974663,3,2.941356
5.975104,3,2.94196
-20.0,1,2.942023
5.975104,3,2.942628
6.101644,3,2.942837
6.101644,3,2.943457
5.975104,3,2.944089
5.975104,3,2.944693
5.975104,3,2.944904
5.975104,3,2.945537
5.975104,3,2.946166
6.876353,3,2.94677
6.876353,3,2.946979
6.876353,3,2.947586
6.876353,3,2.94822
6.876353,3,2.948829
6.876353,3,2.949046
6.876353,3,2.949649
6.876353,3,2.950269
6.876353,3,2.950882
6.876353,3,2.95109
6.876353,3,2.9517
6.876353,3,2.952324
6.876353,3,2.952916
6.876353,3,2.953128
6.876353,3,2.953757
6.882291,3,2.954451
6.882291,3,2.955048
6.882291,3,2.955261
6.889866,3,2.955832
6.882291,3,2.956455
6.882291,3,2.957066
6.882291,3,2.957286
6.876353,3,2.957896
6.876353,3,2.95852
6.876353,3,2.959152
6.876353,3,2.959363
6.876353,3,2.959983
7.191826,3,2.96058
6.876353,3,2.961193
6.876353,3,2.96141
6.876353,3,2.962018
6.876353,3,2.962643
6.876353,3,2.963241
6.876353,3,2.963457
6.876353,3,2.96409
6.876353,3,2.964726
6.876353,3,2.965386
6.876353,3,2.965603
6.876353,3,2.966232
6.876353,3,2.966895
6.876353,3,2.967545
6.876353,3,2.967758
6.876353,3,2.96837
6.876353,3,2.968998
6.876353,3,2.969619
6.876353,3,2.969827
5.969002,3,2.970403
6.876353,3,2.971075
6.876353,3,2.971675
6.876353,3,2.971884
6.876353,3,2.972496
6.876353,3,2.973119
6.876353,3,2.973698
6.876353,3,2.973906
6.089022,3,2.974503
6.089022,3,2.975121
6.296054,3,2.975722
6.296054,3,2.97593
6.296054,3,2.976537
6.296054,3,2.97718
6.296054,3,2.977812
6.296054,3,2.978023
6.296054,3,2.978629
6.296054,3,2.979273
6.296054,3,2.979883
6.296054,3,2.980094
6.296054,3,2.980697
6.081901,3,2.981347
6.081901,3,2.981944
-19.9,2,2.982057
6.081901,3,2.982668
6.081901,3,2.983295
6.296054,3,2.983512
6.296054,3,2.984133
6.296054,3,2.984732
6.296054,3,2.985356
6.296054,3,2.985566
6.296054,3,2.986175
6.296054,3,2.986831
6.296054,3,2.987478
6.081901,3,2.987705
6.081901,3,2.988332
6.081901,3,2.988944
6.081901,3,2.989567
6.296054,3,2.98978
-20.0,1,2.990212
7.054212,3,2.990387
6.296054,3,2.991023
7.075879,3,2.991589
6.296054,3,2.992206
6.296054,3,2.992422
5.685048,3,2.993049
5.685048,3,2.993653
5.685048,3,2.994281
-20.0,1,2.994323
5.685048,3,2.994951
5.685048,3,2.995162
5.685048,3,2.99582
5.685048,3,2.996435
5.685048,3,2.997058
5.685048,3,2.997275
5.685048,3,2.997874
5.685048,3,2.998472
5.685048,3,2.999114
5.685048,3,2.999337
5.685048,3,2.999948
5.685048,3,3.000603
5.685048,3,3.001245
5.685048,3,3.00146
5.685048,3,3.002057
5.685048,3,3.002682
-20.0,1,3.002748
5.685048,3,3.00337
5.685048,3,3.004003
5.685048,3,3.004223
5.685048,3,3.004927
-20.0,1,3.004971
6.090994,3,3.00556
5.685048,3,3.006188
5.685048,3,3.006845
6.101675,3,3.007018
6.101644,3,3.007589
5.685048,3,3.008209
5.685048,3,3.00885
5.685048,3,3.00907
5.685048,3,3.009682
5.685048,3,3.01028
5.685048,3,3.01093
5.685048,3,3.011144
5.685048,3,3.011758
5.685048,3,3.012358
5.685048,3,3.012987
5.685048,3,3.013196
5.685048,3,3.013809
5.685048,3,3.01442
5.685048,3,3.015072
5.685048,3,3.015287
5.685048,3,3.015922
5.685048,3,3.016532
5.685048,3,3.01717
5.685048,3,3.01738
5.685048,3,3.017991
5.685048,3,3.018604
5.685048,3,3.019246
5.685048,3,3.019454
5.685048,3,3.020066
7.092262,3,3.020699
5.685048,3,3.021375
5.685048,3,3.021592
5.685048,3,3.0222
5.685048,3,3.022813
5.685048,3,3.023438
5.685048,3,3.02365
5.685048,3,3.024272
5.685048,3,3.02487
5.685048,3,3.025508
5.685048,3,3.025716
5.685048,3,3.026351
5.685048,3,3.026967
6.573744,3,3.027565
5.685048,3,3.027792
5.685048,3,3.02839
5.685048,3,3.029211
5.685048,3,3.029826
5.685048,3,3.030035
5.685048,3,3.030633
5.685048,3,3.031243
5.685048,3,3.03192
5.685048,3,3.03214
5.685048,3,3.032751
5.685048,3,3.033374
5.685048,3,3.034001
5.685048,3,3.034214
7.294887,3,3.034783
5.685048,3,3.035388
5.685048,3,3.036027
5.685048,3,3.03624
5.685048,3,3.036867
5.685048,3,3.037492
5.685048,3,3.03812
5.685048,3,3.038332
5.685048,3,3.038942
5.685048,3,3.039557
5.685048,3,3.040198
5.685048,3,3.040415
6.330345,3,3.040992
5.685048,3,3.041617
5.685048,3,3.042253
5.685048,3,3.042469
5.685048,3,3.043093
5.685048,3,3.043707
5.685048,3,3.044359
5.685048,3,3.044578
5.685048,3,3.045196
5.685048,3,3.045823
7.104425,3,3.046403
5.685048,3,3.046616
5.685048,3,3.047223
6.139694,3,3.047844
6.139694,3,3.048467
6.139694,3,3.048688
6.13826,3,3.049325
6.13826,3,3.049938
6.089022,3,3.050514
6.139694,3,3.050732
6.139694,3,3.051352
6.139694,3,3.05199
6.139694,3,3.052621
6.139694,3,3.052835
6.139694,3,3.053434
6.139694,3,3.05413
6.139694,3,3.054819
6.139694,3,3.055068
6.139694,3,3.055738
6.139694,3,3.056372
6.139694,3,3.057005
6.139694,3,3.057217
6.139694,3,3.057819
6.139694,3,3.058415
6.139694,3,3.059031
6.139694,3,3.05924
6.139694,3,3.059846
6.139694,3,3.06045
6.139694,3,3.06109
6.139694,3,3.061297
6.139694,3,3.06192
-19.9,2,3.062418
6.139694,3,3.062661
6.139694,3,3.063274
6.139694,3,3.063901
6.190039,3,3.064534
6.190039,3,3.06477
6.190039,3,3.065364
6.170717,3,3.065964
6.190039,3,3.066613
6.190039,3,3.066846
6.081962,3,3.067448
6.081962,3,3.068056
6.081962,3,3.068696
6.081962,3,3.068936
6.081962,3,3.069545
6.081962,3,3.070194
6.13826,3,3.070876
6.13826,3,3.07111
6.13826,3,3.071727
6.13826,3,3.072332
6.157728,3,3.072956
6.157728,3,3.073196
6.157728,3,3.073825
6.870188,3,3.074427
6.870188,3,3.075037
6.870188,3,3.075266
6.870188,3,3.075875
6.92683,3,3.076486
6.92683,3,3.077114
6.92683,3,3.077347
7.026165,3,3.077919
6.92683,3,3.078547
-20.0,1,3.078586
6.92683,3,3.079224
6.92683,3,3.079844
6.92683,3,3.080063
6.92683,3,3.080695
6.92683,3,3.081346
6.92683,3,3.081949
6.92683,3,3.082158
6.92683,3,3.082769
6.92683,3,3.083401
6.92683,3,3.084002
6.92683,3,3.084208
6.92683,3,3.084819
6.95758,3,3.085449
6.95758,3,3.086059
6.95758,3,3.086273
6.875193,3,3.086894
6.875193,3,3.087575
7.161472,3,3.088146
6.875193,3,3.088357
6.875193,3,3.088958
6.875193,3,3.089622
6.875193,3,3.090237
6.875193,3,3.090457
6.875193,3,3.091081
6.875193,3,3.091731
6.875193,3,3.092336
6.875193,3,3.092557
6.875193,3,3.093168
6.875193,3,3.09381
6.875193,3,3.094428
6.875193,3,3.09464
6.875193,3,3.095266
6.875193,3,3.095915
6.875193,3,3.096524
6.875193,3,3.096743
6.875193,3,3.097374
6.875193,3,3.098011
6.875193,3,3.098631
-19.8,3,3.098807
6.95758,3,3.099406
6.95758,3,3.100044
6.95758,3,3.100648
6.95758,3,3.100865
6.95758,3,3.101499
6.95758,3,3.102132
6.95758,3,3.102767
6.95758,3,3.102982
-20.0,1,3.103408
6.95758,3,3.103668
6.95758,3,3.104309
6.190039,3,3.104928
6.190039,3,3.105531
6.190039,3,3.105778
6.096391,3,3.106357
6.190039,3,3.106965
6.190039,3,3.107581
6.990209,3,3.107826
6.990209,3,3.10844
6.190039,3,3.109054
6.190039,3,3.109677
6.190039,3,3.109919
6.190039,3,3.11053
6.190039,3,3.111163
6.190039,3,3.111768
6.990209,3,3.112005
6.990209,3,3.112612
7.037501,3,3.113176
6.190039,3,3.113785
6.190039,3,3.114039
6.190039,3,3.114653
6.190039,3,3.115266
6.190039,3,3.115906
6.190039,3,3.116141
6.190039,3,3.116757
6.190039,3,3.117366
6.190039,3,3.117962
6.190039,3,3.118201
6.190039,3,3.118812
6.190039,3,3.119402
6.190039,3,3.12003
6.190039,3,3.120281
6.190039,3,3.120943
6.190039,3,3.121563
-20.0,1,3.121607
6.190039,3,3.12224
6.190039,3,3.12285
6.190039,3,3.123065
6.190039,3,3.123673
6.190039,3,3.124313
6.15025,3,3.124986
6.15025,3,3.125193
6.15025,3,3.125833
6.15025,3,3.126471
6.15025,3,3.127105
6.142518,3,3.12729
6.15025,3,3.127902
6.15025,3,3.128522
6.15025,3,3.129121
6.15025,3,3.129337
6.15025,3,3.129938
6.15025,3,3.130568
6.15025,3,3.131203
6.15025,3,3.131423
6.149085,3,3.132035
6.149085,3,3.132656
6.419599,3,3.133237
6.149085,3,3.133456
6.149085,3,3.134084
6.149085,3,3.134727
6.149085,3,3.135346
6.149085,3,3.135559
6.211559,3,3.136135
6.149085,3,3.136768
6.149085,3,3.137422
6.098599,3,3.137599
6.149085,3,3.13821
6.149085,3,3.138853
6.149085,3,3.139459
6.149085,3,3.139674
6.149085,3,3.140309
6.149085,3,3.140947
6.149085,3,3.141571
6.149085,3,3.141782
6.149085,3,3.142407
6.219444,3,3.143047
6.219444,3,3.14365
6.219444,3,3.143881
6.219444,3,3.144508
6.219444,3,3.145192
6.219444,3,3.14582
6.219444,3,3.146038
6.219444,3,3.146667
6.219444,3,3.147349
6.219444,3,3.147965
-19.9,2,3.148077
6.219444,3,3.148706
6.219444,3,3.14934
6.219444,3,3.149554
6.219444,3,3.150155
-20.0,1,3.150201
6.219444,3,3.150828
6.219444,3,3.151427
5.685048,3,3.152037
5.685048,3,3.152252
-20.0,1,3.152705
5.685048,3,3.152923
6.219444,3,3.153539
6.219444,3,3.154225
6.219444,3,3.154866
6.219444,3,3.155078
6.219444,3,3.155688
6.219444,3,3.156311
6.219444,3,3.156955
6.219444,3,3.157162
6.219444,3,3.157765
6.219444,3,3.158374
6.219444,3,3.159015
6.219444,3,3.159227
6.219444,3,3.159833
6.219444,3,3.16047
6.219444,3,3.161125
6.219444,3,3.161338
6.219444,3,3.161931
6.219444,3,3.162526
6.219444,3,3.163152
6.219444,3,3.163367
6.219444,3,3.163996
6.219444,3,3.164621
6.219444,3,3.165244
6.219444,3,3.165455
6.219444,3,3.166083
6.219444,3,3.166702
6.219444,3,3.167351
6.219444,3,3.16757
6.219444,3,3.168204
6.219444,3,3.168814
6.219444,3,3.169447
6.219444,3,3.169665
6.219444,3,3.170292
6.219444,3,3.170968
6.219444,3,3.171632
6.219444,3,3.171853
6.219444,3,3.172467
6.219444,3,3.173078
6.271773,3,3.173683
6.219444,3,3.1739
6.219444,3,3.174519
6.219444,3,3.175138
6.101644,3,3.175743
6.219444,3,3.175965
6.219444,3,3.176574
6.219444,3,3.177184
6.219444,3,3.177846
6.219444,3,3.178061
6.219444,3,3.178674
6.219444,3,3.179283
6.219444,3,3.179926
-20.0,1,3.179969
6.109662,3,3.180531
6.195655,3,3.180742
6.195655,3,3.181384
6.195655,3,3.182007
6.195655,3,3.182631
6.195655,3,3.182847
6.195655,3,3.183486
6.195655,3,3.184092
6.195655,3,3.184694
6.195655,3,3.184906
6.195655,3,3.185535
6.195655,3,3.186153
6.195655,3,3.186808
6.195655,3,3.187026
6.157856,3,3.187663
6.66813,3,3.188234
6.157856,3,3.188861
6.081901,3,3.189044
6.157856,3,3.189688
6.157856,3,3.1903
6.157856,3,3.190911
6.157856,3,3.191122
6.157856,3,3.191748
6.157856,3,3.192356
6.157856,3,3.192967
6.157856,3,3.193186
6.157856,3,3.193818
6.157856,3,3.194424
6.157856,3,3.195022
6.157856,3,3.195231
6.157856,3,3.195866
6.157856,3,3.196462
6.157856,3,3.197072
6.157856,3,3.197305
6.157856,3,3.197955
6.157856,3,3.198569
6.157856,3,3.199201
6.157856,3,3.199417
6.157856,3,3.200061
6.157856,3,3.200681
-20.0,1,3.200724
6.157856,3,3.201347
6.157856,3,3.201966
6.157856,3,3.202174
6.157856,3,3.203044
6.157856,3,3.20368
6.134672,3,3.204292
6.15496,3,3.204502
6.15496,3,3.205148
6.15496,3,3.205786
6.15496,3,3.206448
6.15496,3,3.206661
6.15496,3,3.207279
6.15496,3,3.207916
6.15496,3,3.208569
6.15496,3,3.208799
6.15496,3,3.20942
6.15496,3,3.210049
6.157856,3,3.210691
6.157856,3,3.210904
6.157856,3,3.211545
6.157856,3,3.212159
6.157856,3,3.212786
6.157856,3,3.212999
6.157856,3,3.2136
6.157856,3,3.214229
6.157856,3,3.214886
6.157856,3,3.215093
6.157856,3,3.215705
6.157856,3,3.216324
6.157856,3,3.216962
6.157856,3,3.217177
6.157856,3,3.217804
6.157856,3,3.218455
6.157856,3,3.219106
6.157856,3,3.219315
6.157856,3,3.219915
6.157856,3,3.220616
6.157856,3,3.221259
6.157856,3,3.221469
6.157856,3,3.222112
6.157856,3,3.222751
6.157856,3,3.22339
6.157856,3,3.223599
6.157856,3,3.224209
6.157856,3,3.224817
6.157856,3,3.22545
6.157856,3,3.225664
6.157856,3,3.226274
6.157856,3,3.226901
6.157856,3,3.227526
6.157856,3,3.227754
6.132024,3,3.228352
6.132024,3,3.228945
6.132024,3,3.229572
6.132024,3,3.229779
6.132024,3,3.230373
6.132024,3,3.230967
6.132024,3,3.231626
6.132024,3,3.231839
6.132024,3,3.232437
6.132024,3,3.233027
6.132024,3,3.233645
6.132024,3,3.233854
6.195655,3,3.234463
6.195655,3,3.235054
6.195655,3,3.235689
6.195655,3,3.235896
6.195655,3,3.236496
6.195655,3,3.23717
6.195655,3,3.237788
6.195655,3,3.238038
6.195655,3,3.238701
6.174142,3,3.239333
6.174142,3,3.239977
6.174142,3,3.24019
6.174142,3,3.240837
6.174142,3,3.241457
6.174142,3,3.242108
6.174142,3,3.242322
6.174142,3,3.24293
6.174142,3,3.24355
6.174142,3,3.244184
6.174142,3,3.244396
6.174142,3,3.245025
6.174142,3,3.245647
6.174142,3,3.246279
6.174142,3,3.246493
6.174142,3,3.247114
6.174142,3,3.24773
6.174142,3,3.248363
6.174142,3,3.248578
6.174142,3,3.249181
6.174142,3,3.249783
6.174142,3,3.250414
6.174142,3,3.25063
6.204112,3,3.251213
6.174142,3,3.251817
6.174142,3,3.252433
6.174142,3,3.25264
6.174142,3,3.253251
6.174142,3,3.253897
6.174142,3,3.254545
6.174142,3,3.254764
6.174142,3,3.255381
6.174142,3,3.255991
6.174142,3,3.25663
6.174142,3,3.256845
6.174142,3,3.257446
-20.0,1,3.257485
6.174142,3,3.258105
6.174142,3,3.258708
6.160198,3,3.259322
6.160198,3,3.259538
6.160198,3,3.260175
